Dispatch_ID,Dispatch_Date,Expected_Delivery_Date,Actual_Delivery_Date,Yarn_Type,Denier,Packaging,Quantity,Spools_per_Unit,Spool_Weight_kg,Total_Weight_kg,Vendor_Name,Customer_Name,Destination_City,Vehicle_Number,Delivery_status,Delay_Reason,Cost_INR
D07436,04-02-2023,06-02-2023,06-02-2023,FDY,600/288,Box,24,2,8,384,Gujarat Yarn Traders,JBF Industries,Vapi,GJ-27-X-2679,On Time,,9360.17
D07437,06-07-2022,09-07-2022,09-07-2022,FDY,250/48,Box,26,2,8,416,Silvassa Fibre Co,Century Textiles,Pune,GJ-27-X-2679,On Time,,21159.08
D07438,25-11-2023,30-11-2023,30-11-2023,POY,250/48,Pallet,12,42,15,7560,Krishna Textile Suppliers,Alok Industries,Surat,GJ-21-X-7912,On Time,,17840.33
D07439,03-01-2022,07-01-2022,07-01-2022,FDY,300/72,Box,21,2,8,336,Patel Yarn Agency,Welspun Textiles,Pune,GJ-87-X-1434,On Time,,9384.98
D07440,17-07-2023,22-07-2023,22-07-2023,FDY,300/72,Box,12,2,8,192,Modi Spinning Mills,Pasupati Fabrics,Ahmedabad,GJ-96-X-9935,On Time,,8274.62
D07441,27-02-2024,29-02-2024,29-02-2024,POY,400/144,Pallet,15,42,15,9450,Modi Spinning Mills,Vardhman Group,Ahmedabad,GJ-91-X-2824,On Time,,
D07442,16-06-2022,21-06-2022,21-06-2022,POY,500/288,Pallet,12,42,15,7560,Vapi Yarn Depot,Century Textiles,Ahmedabad,GJ-27-X-2679,On Time,,20866.5
D07443,20-02-2022,22-02-2022,24-02-2022,FDY,600/288,Box,14,2,8,224,Shree Ram Textiles,Pasupati Fabrics,Navsari,GJ-13-X-5506,Delayed,Alternate_Contact_Delivery,8996.77
D07444,14-02-2023,16-02-2023,16-02-2023,POY,300/72,Pallet,13,42,15,8190,Modi Spinning Mills,Filatex India,Surat,GJ-91-X-2824,On Time,,8720.99
D07445,25-12-2022,28-12-2022,,POY,400/144,Pallet,16,42,15,10080,Surat Silk House,Bombay Dyeing,Silvassa,GJ-91-X-2824,Failed,Weather,15179.45
D07446,02-02-2022,07-02-2022,07-02-2022,FDY,250/48,Box,6,2,8,96,Navsari Thread Co,JBF Industries,Ahmedabad,GJ-91-X-2824,On Time,,10934.45
D07447,21-05-2023,22-05-2023,23-05-2023,POY,250/48,Pallet,16,42,15,10080,Bhavna Textiles,Arvind Mills,Surat,GJ-39-X-9279,Delayed,Alternate_Contact_Delivery,16212.4
D07448,05-05-2024,09-05-2024,09-05-2024,FDY,300/72,Box,14,2,8,224,Vapi Yarn Depot,Indo Count Industries,Navsari,GJ-14-X-1488,On Time,,11263.21
D07449,24-04-2023,25-04-2023,25-04-2023,POY,500/288,Pallet,14,42,15,8820,Patel Yarn Agency,Sutlej Textiles,Ahmedabad,GJ-96-X-9935,On Time,,14571.11
D07450,05-05-2022,10-05-2022,10-05-2022,POY,250/48,Pallet,15,42,15,9450,Vapi Yarn Depot,Sutlej Textiles,Navsari,GJ-27-X-2679,On Time,,7835.71
D07451,08-04-2023,10-04-2023,16-04-2023,FDY,600/288,Box,18,2,8,288,Silvassa Fibre Co,Reliance Industries,Surat,GJ-41-X-4657,Delayed,Route Issue,22345.84
D07452,20-08-2024,25-08-2024,25-08-2024,POY,400/144,Pallet,12,42,15,7560,Om Sai Yarn Traders,Himatsingka Seide,Silvassa,GJ-14-X-1488,On Time,,19841.21
D07453,12-02-2022,14-02-2022,14-02-2022,FDY,250/48,Box,14,2,8,224,Silvassa Fibre Co,Grasim Industries,Pune,GJ-39-X-9279,On Time,,18558.34
D07454,13-07-2022,17-07-2022,24-07-2022,FDY,250/48,Box,14,2,8,224,Patel Yarn Agency,Nahar Spinning,Surat,GJ-87-X-1434,Delayed,Route Issue,18845.53
D07455,09-01-2022,10-01-2022,17-01-2022,FDY,250/48,Box,21,2,8,336,Shree Ram Textiles,Trident Group,Silvassa,GJ-21-X-7912,Delayed,Alternate_Contact_Delivery,12075.16
D07456,07-09-2023,08-09-2023,14-09-2023,FDY,250/48,Box,19,2,8,304,Vapi Yarn Depot,Vardhman Group,Surat,GJ-87-X-1434,Delayed,Route Issue,24881.63
D07457,08-02-2023,09-02-2023,09-02-2023,POY,250/48,Pallet,16,42,15,10080,Bhavna Textiles,Vardhman Group,Silvassa,GJ-87-X-1434,On Time,,9473.17
D07458,15-10-2022,20-10-2022,20-10-2022,POY,400/144,Pallet,12,42,15,7560,Navsari Thread Co,Century Textiles,Silvassa,GJ-21-X-7912,On Time,,9235.09
D07459,25-03-2024,27-03-2024,27-03-2024,FDY,600/288,Box,13,2,8,208,Patel Yarn Agency,Pasupati Fabrics,Navsari,GJ-21-X-7912,On Time,,20421.93
D07460,14-02-2023,17-02-2023,17-02-2023,POY,500/288,Pallet,16,42,15,10080,Silvassa Fibre Co,Garden Silk Mills,Surat,GJ-41-X-4657,On Time,,15035.93
D07461,25-03-2023,27-03-2023,27-03-2023,POY,500/288,Pallet,16,42,15,10080,Patel Yarn Agency,Nahar Spinning,Pune,GJ-41-X-4657,On Time,,8798.37
D07462,21-07-2024,26-07-2024,26-07-2024,POY,500/96,Pallet,12,42,15,7560,Gujarat Yarn Traders,SRF Limited,Vapi,GJ-91-X-2824,On Time,,7340.69
D07463,16-06-2023,19-06-2023,,FDY,300/72,Box,23,2,8,368,Krishna Textile Suppliers,Pasupati Fabrics,Surat,GJ-39-X-9279,Failed,Vehicle Breakdown,17936.53
D07464,23-11-2022,26-11-2022,26-11-2022,FDY,250/48,Box,19,2,8,304,Gujarat Yarn Traders,Alok Industries,Surat,GJ-14-X-1488,On Time,,17461.74
D07465,04-08-2024,05-08-2024,05-08-2024,POY,250/48,Pallet,15,42,15,9450,Rajesh Spinning Co,Sutlej Textiles,Silvassa,GJ-21-X-7912,On Time,,15369.43
D07466,11-12-2023,12-12-2023,12-12-2023,FDY,300/72,Box,28,2,8,448,Patel Yarn Agency,Raymond Fabrics,Vapi,GJ-96-X-9935,On Time,,19280
D07467,05-12-2023,08-12-2023,12-12-2023,POY,250/48,Pallet,12,42,15,7560,Surat Silk House,Pasupati Fabrics,Surat,GJ-87-X-1434,Delayed,Weather,11176.68
D07468,26-07-2024,31-07-2024,31-07-2024,FDY,600/288,Box,20,2,8,320,Ahmedabad Fibre Works,Vardhman Group,Surat,GJ-41-X-4657,On Time,,5155.56
D07469,14-05-2022,17-05-2022,,POY,500/288,Pallet,15,42,15,9450,Om Sai Yarn Traders,JBF Industries,Pune,GJ-27-X-2679,Delayed,Alternate_Contact_Delivery,12860.37
D07470,23-05-2023,25-05-2023,25-05-2023,POY,500/96,Pallet,12,42,15,7560,Gujarat Yarn Traders,Century Textiles,Surat,GJ-13-X-5506,On Time,,19995.49
D07471,10-08-2023,14-08-2023,14-08-2023,FDY,600/288,Box,26,2,8,416,Hanuman Yarn Mills,Unknown,Silvassa,GJ-39-X-9279,On Time,,23243.1
D07472,20-03-2023,24-03-2023,28-03-2023,POY,400/144,Pallet,13,42,15,8190,Laxmi Fibre Industries,Bombay Dyeing,Navsari,GJ-21-X-7912,Delayed,Alternate_Contact_Delivery,23435.36
D07473,14-06-2024,15-06-2024,15-06-2024,POY,300/72,Pallet,12,42,15,7560,Bhavna Textiles,Trident Group,Vapi,GJ-21-X-4582,On Time,,24044.93
D07474,22-04-2023,25-04-2023,25-04-2023,POY,500/288,Pallet,12,42,15,7560,Krishna Textile Suppliers,Raymond Fabrics,Navsari,GJ-13-X-5506,On Time,,7764.85
D07475,02-07-2023,06-07-2023,,POY,500/288,Pallet,16,42,15,10080,Laxmi Fibre Industries,Indo Count Industries,Navsari,GJ-96-X-9935,Failed,Vehicle Breakdown,5722.57
D07476,06-08-2023,11-08-2023,11-08-2023,FDY,600/288,Box,28,2,8,448,Laxmi Fibre Industries,Reliance Industries,Pune,GJ-21-X-7912,On Time,,15675.1
D07477,26-03-2024,28-03-2024,28-03-2024,FDY,300/72,Box,29,2,8,464,Patel Yarn Agency,Himatsingka Seide,Silvassa,GJ-21-X-4582,On Time,,5852.92
D07478,30-10-2022,03-11-2022,07-11-2022,FDY,600/288,Box,10,2,8,160,Rajesh Spinning Co,Unknown,Ahmedabad,GJ-41-X-4657,Delayed,Weather,5144.36
D07479,04-09-2024,07-09-2024,07-09-2024,FDY,300/72,Box,30,2,8,480,Bhavna Textiles,Garden Silk Mills,Ahmedabad,GJ-21-X-4582,On Time,,15923.21
D07480,18-11-2022,21-11-2022,21-11-2022,FDY,250/48,Box,30,2,8,480,Gujarat Yarn Traders,Garden Silk Mills,Silvassa,GJ-39-X-9279,On Time,,6843.83
D07481,12-07-2022,17-07-2022,17-07-2022,POY,500/288,Pallet,14,42,15,8820,Ahmedabad Fibre Works,Alok Industries,Vapi,GJ-91-X-2824,On Time,,8160.14
D07482,22-01-2024,25-01-2024,25-01-2024,FDY,600/288,Box,15,2,8,240,Silvassa Fibre Co,Nahar Spinning,Ahmedabad,GJ-13-X-5506,On Time,,8480.46
D07483,14-08-2022,18-08-2022,24-08-2022,POY,400/144,Pallet,13,42,15,8190,Navsari Thread Co,Welspun Textiles,Pune,GJ-87-X-1434,Delayed,Alternate_Contact_Delivery,8588.99
D07484,08-02-2023,10-02-2023,17-02-2023,POY,250/48,Pallet,15,42,15,9450,Hanuman Yarn Mills,Indo Count Industries,Ahmedabad,GJ-21-X-4582,Delayed,Weather,23871.12
D07485,31-12-2022,02-01-2023,02-01-2023,FDY,600/288,Box,7,2,8,112,Vapi Yarn Depot,SRF Limited,Surat,GJ-13-X-5506,On Time,,19311.68
D07486,26-06-2023,30-06-2023,01-07-2023,POY,500/288,Pallet,13,42,15,8190,Ahmedabad Fibre Works,Indo Rama Synthetics,Vapi,GJ-13-X-5506,Delayed,Alternate_Contact_Delivery,7983.67
D07487,07-08-2022,11-08-2022,11-08-2022,POY,400/144,Pallet,13,42,15,8190,Laxmi Fibre Industries,Reliance Industries,Silvassa,GJ-14-X-1488,On Time,,16901.57
D07488,16-05-2022,17-05-2022,17-05-2022,POY,400/144,Pallet,14,42,15,8820,Laxmi Fibre Industries,JBF Industries,Silvassa,GJ-41-X-4657,On Time,,21256.71
D07489,16-08-2024,19-08-2024,19-08-2024,POY,500/288,Pallet,12,42,15,7560,Om Sai Yarn Traders,Reliance Industries,Ahmedabad,GJ-21-X-4582,On Time,,22808.4
D07490,11-05-2022,15-05-2022,20-05-2022,POY,250/48,Pallet,12,42,15,7560,Vapi Yarn Depot,Century Textiles,Vapi,GJ-21-X-7912,Delayed,Alternate_Contact_Delivery,13002.13
D07491,20-06-2023,21-06-2023,26-06-2023,POY,500/288,Pallet,12,42,15,7560,Shree Ram Textiles,Raymond Fabrics,Navsari,GJ-91-X-2824,Delayed,Alternate_Contact_Delivery,23847.05
D07492,02-04-2024,06-04-2024,06-04-2024,FDY,250/48,Box,28,2,8,448,Navsari Thread Co,JBF Industries,Surat,GJ-41-X-4657,On Time,,20397.16
D07493,18-09-2024,20-09-2024,20-09-2024,POY,500/288,Pallet,13,42,15,8190,Om Sai Yarn Traders,Pasupati Fabrics,Navsari,GJ-13-X-5506,On Time,,14212.34
D07494,10-02-2024,12-02-2024,14-02-2024,POY,300/72,Pallet,16,42,15,10080,Patel Yarn Agency,Bombay Dyeing,Pune,GJ-41-X-4657,Delayed,Weather,23880.52
D07495,22-06-2023,24-06-2023,24-06-2023,POY,500/96,Pallet,16,42,15,10080,Shree Ram Textiles,Grasim Industries,Navsari,GJ-41-X-4657,On Time,,8760.94
D07496,26-03-2023,31-03-2023,31-03-2023,FDY,250/48,Box,10,2,8,160,Patel Yarn Agency,Century Textiles,Surat,GJ-41-X-4657,On Time,,14493.06
D07497,26-06-2023,01-07-2023,05-07-2023,FDY,300/72,Box,15,2,8,240,Patel Yarn Agency,Nahar Spinning,Pune,GJ-87-X-1434,Delayed,Vehicle Breakdown,18492.35
D07498,09-05-2022,14-05-2022,14-05-2022,FDY,250/48,Box,11,2,8,176,Om Sai Yarn Traders,Welspun Textiles,Vapi,GJ-96-X-9935,On Time,,22488.67
D07499,23-08-2023,25-08-2023,,POY,300/72,Pallet,15,42,15,9450,Vapi Yarn Depot,Indo Rama Synthetics,Navsari,GJ-13-X-5506,Failed,Vehicle Breakdown,13054.32
D07500,06-05-2023,11-05-2023,11-05-2023,POY,300/72,Pallet,14,42,15,8820,Vapi Yarn Depot,SRF Limited,Navsari,GJ-27-X-2679,On Time,,7411.53
D07501,22-12-2022,24-12-2022,24-12-2022,FDY,250/48,Box,30,2,8,480,Patel Yarn Agency,Century Textiles,Vapi,GJ-41-X-4657,On Time,,24948.05
D07502,25-08-2022,28-08-2022,04-09-2022,POY,300/72,Pallet,14,42,15,8820,Vapi Yarn Depot,Garden Silk Mills,Pune,GJ-39-X-9279,Delayed,Route Issue,20534.2
D07503,23-08-2022,28-08-2022,28-08-2022,POY,250/48,Pallet,13,42,15,8190,Ahmedabad Fibre Works,Century Textiles,Ahmedabad,GJ-13-X-5506,On Time,,10276.52
D07504,19-04-2024,23-04-2024,24-04-2024,POY,500/288,Pallet,14,42,15,8820,Rajesh Spinning Co,JBF Industries,Pune,GJ-96-X-9935,Delayed,Vehicle Breakdown,9361.46
D07505,03-11-2023,08-11-2023,11-11-2023,FDY,600/288,Box,26,2,8,416,Surat Silk House,Nahar Spinning,Navsari,GJ-27-X-2679,Delayed,Route Issue,17623.28
D07506,23-02-2023,25-02-2023,25-02-2023,POY,250/48,Pallet,14,42,15,8820,Patel Yarn Agency,Nahar Spinning,Ahmedabad,GJ-87-X-1434,On Time,,16149.87
D07507,08-11-2022,11-11-2022,14-11-2022,FDY,600/288,Box,16,2,8,256,Hanuman Yarn Mills,Sutlej Textiles,Pune,GJ-87-X-1434,Delayed,Vehicle Breakdown,20440.59
D07508,04-04-2024,05-04-2024,,POY,500/288,Pallet,16,42,15,10080,Laxmi Fibre Industries,Grasim Industries,Ahmedabad,GJ-96-X-9935,Failed,Vehicle Breakdown,16913.67
D07509,17-07-2022,18-07-2022,18-07-2022,POY,400/144,Pallet,13,42,15,8190,Shree Ram Textiles,Trident Group,Navsari,GJ-96-X-9935,On Time,,10994.44
D07510,29-10-2022,30-10-2022,30-10-2022,POY,400/144,Pallet,16,42,15,10080,Hanuman Yarn Mills,Pasupati Fabrics,Pune,GJ-87-X-1434,On Time,,21257.24
D07511,13-06-2023,15-06-2023,15-06-2023,FDY,600/288,Box,20,2,8,320,Rajesh Spinning Co,Century Textiles,Navsari,GJ-96-X-9935,On Time,,22352.18
D07512,04-12-2023,08-12-2023,08-12-2023,POY,400/144,Pallet,12,42,15,7560,Krishna Textile Suppliers,Garden Silk Mills,Vapi,GJ-21-X-7912,On Time,,20424.68
D07513,18-01-2024,23-01-2024,25-01-2024,FDY,600/288,Box,23,2,8,368,Modi Spinning Mills,Nahar Spinning,Silvassa,GJ-14-X-1488,Delayed,Route Issue,13600.63
D07514,10-08-2022,12-08-2022,18-08-2022,POY,300/72,Pallet,16,42,15,10080,Surat Silk House,Indo Count Industries,Navsari,GJ-39-X-9279,Delayed,Route Issue,24079.73
D07515,04-02-2024,08-02-2024,08-02-2024,FDY,300/72,Box,21,2,8,336,Navsari Thread Co,Raymond Fabrics,Navsari,GJ-13-X-5506,On Time,,13860.26
D07516,15-03-2022,19-03-2022,20-03-2022,FDY,300/72,Box,19,2,8,304,Patel Yarn Agency,Trident Group,Navsari,GJ-87-X-1434,Delayed,Alternate_Contact_Delivery,14654.04
D07517,01-08-2022,04-08-2022,06-08-2022,POY,250/48,Pallet,13,42,15,8190,Navsari Thread Co,Sutlej Textiles,Silvassa,GJ-91-X-2824,Delayed,Alternate_Contact_Delivery,16363.33
D07518,04-04-2023,08-04-2023,12-04-2023,FDY,250/48,Box,8,2,8,128,Rajesh Spinning Co,Himatsingka Seide,Navsari,GJ-96-X-9935,Delayed,Alternate_Contact_Delivery,9672.17
D07519,11-05-2022,16-05-2022,16-05-2022,POY,250/48,Pallet,14,42,15,8820,Ahmedabad Fibre Works,Sutlej Textiles,Navsari,GJ-39-X-9279,On Time,,10008.93
D07520,21-10-2022,22-10-2022,23-10-2022,FDY,300/72,Box,9,2,8,144,Om Sai Yarn Traders,Indo Count Industries,Pune,GJ-96-X-9935,Delayed,Route Issue,18252.54
D07521,17-11-2022,18-11-2022,18-11-2022,FDY,300/72,Box,21,2,8,336,Rajesh Spinning Co,Bombay Dyeing,Surat,GJ-13-X-5506,On Time,,13709.22
D07522,26-07-2023,28-07-2023,28-07-2023,POY,500/96,Pallet,16,42,15,10080,Laxmi Fibre Industries,SRF Limited,Pune,GJ-87-X-1434,On Time,,20300.35
D07523,06-02-2024,11-02-2024,11-02-2024,POY,300/72,Pallet,15,42,15,9450,Vapi Yarn Depot,Century Textiles,Vapi,GJ-96-X-9935,On Time,,12857.56
D07524,19-05-2023,22-05-2023,22-05-2023,POY,250/48,Pallet,16,42,15,10080,Silvassa Fibre Co,JBF Industries,Silvassa,GJ-21-X-4582,On Time,,6958.12
D07525,16-07-2023,18-07-2023,18-07-2023,POY,500/96,Pallet,13,42,15,8190,Vapi Yarn Depot,Century Textiles,Ahmedabad,GJ-27-X-2679,On Time,,7893.96
D07526,23-06-2024,25-06-2024,25-06-2024,FDY,600/288,Box,22,2,8,352,Laxmi Fibre Industries,Vardhman Group,Surat,GJ-96-X-9935,On Time,,23342.24
D07527,24-01-2023,27-01-2023,03-02-2023,POY,500/96,Pallet,12,42,15,7560,Bhavna Textiles,Alok Industries,Surat,GJ-87-X-1434,Delayed,Alternate_Contact_Delivery,22176.98
D07528,30-06-2023,02-07-2023,02-07-2023,FDY,250/48,Box,14,2,8,224,Silvassa Fibre Co,Garden Silk Mills,Navsari,GJ-21-X-4582,On Time,,10134.56
D07529,09-07-2024,11-07-2024,11-07-2024,POY,250/48,Pallet,14,42,15,8820,Om Sai Yarn Traders,Himatsingka Seide,Silvassa,GJ-39-X-9279,On Time,,10694.78
D07530,12-01-2023,15-01-2023,18-01-2023,POY,500/96,Pallet,12,42,15,7560,Krishna Textile Suppliers,Indo Rama Synthetics,Vapi,GJ-14-X-1488,Delayed,Weather,10221.01
D07531,08-04-2024,10-04-2024,10-04-2024,POY,500/288,Pallet,15,42,15,9450,Unknown,Arvind Mills,Surat,GJ-14-X-1488,On Time,,8624.99
D07532,14-08-2024,15-08-2024,15-08-2024,FDY,300/72,Box,17,2,8,272,Navsari Thread Co,Garden Silk Mills,Navsari,GJ-21-X-7912,On Time,,22950.84
D07533,06-01-2024,11-01-2024,11-01-2024,POY,400/144,Pallet,15,42,15,9450,Shree Ram Textiles,Reliance Industries,Navsari,GJ-27-X-2679,On Time,,14468.18
D07534,05-04-2024,08-04-2024,12-04-2024,FDY,300/72,Box,26,2,8,416,Modi Spinning Mills,Unknown,Vapi,GJ-14-X-1488,Delayed,Vehicle Breakdown,11008.07
D07535,22-06-2024,25-06-2024,29-06-2024,POY,250/48,Pallet,12,42,15,7560,Hanuman Yarn Mills,Himatsingka Seide,Silvassa,GJ-14-X-1488,Delayed,Weather,12692.63
D07536,06-12-2023,10-12-2023,16-12-2023,POY,400/144,Pallet,16,42,15,10080,Surat Silk House,Nahar Spinning,Ahmedabad,GJ-13-X-5506,Delayed,Vehicle Breakdown,5671.04
D07537,14-07-2024,16-07-2024,23-07-2024,POY,300/72,Pallet,12,42,15,7560,Silvassa Fibre Co,Welspun Textiles,Ahmedabad,GJ-13-X-5506,Delayed,Route Issue,13977.96
D07538,30-05-2023,04-06-2023,04-06-2023,POY,250/48,Pallet,14,42,15,8820,Patel Yarn Agency,Trident Group,Ahmedabad,GJ-14-X-1488,On Time,,22625.02
D07539,23-04-2023,27-04-2023,,POY,300/72,Pallet,13,42,15,8190,Laxmi Fibre Industries,Vardhman Group,Silvassa,GJ-21-X-7912,Failed,Vehicle Breakdown,17927.45
D07540,26-12-2023,28-12-2023,28-12-2023,POY,500/96,Pallet,14,42,15,8820,Shree Ram Textiles,Grasim Industries,Pune,GJ-27-X-2679,On Time,,10045.77
D07541,18-07-2024,21-07-2024,27-07-2024,FDY,600/288,Box,8,2,8,128,Hanuman Yarn Mills,Vardhman Group,Navsari,GJ-91-X-2824,Delayed,Weather,5831.25
D07542,02-01-2024,05-01-2024,,POY,400/144,Pallet,13,42,15,8190,Modi Spinning Mills,Himatsingka Seide,Navsari,GJ-21-X-4582,Delayed,Alternate_Contact_Delivery,18603.45
D07543,04-10-2023,08-10-2023,10-10-2023,FDY,300/72,Box,11,2,8,176,Hanuman Yarn Mills,Sutlej Textiles,Navsari,GJ-41-X-4657,Delayed,Route Issue,23837.64
D07544,29-03-2024,02-04-2024,02-04-2024,POY,250/48,Pallet,12,42,15,7560,Krishna Textile Suppliers,Pasupati Fabrics,Navsari,GJ-39-X-9279,On Time,,
D07545,21-07-2022,26-07-2022,26-07-2022,POY,250/48,Pallet,14,42,15,8820,Surat Silk House,Garden Silk Mills,Pune,GJ-91-X-2824,On Time,,6696.44
D07546,10-02-2022,11-02-2022,11-02-2022,FDY,250/48,Box,24,2,8,384,Rajesh Spinning Co,Himatsingka Seide,Pune,GJ-87-X-1434,On Time,,15486.05
D07547,21-11-2022,25-11-2022,25-11-2022,FDY,300/72,Box,29,2,8,464,Ahmedabad Fibre Works,Grasim Industries,Surat,GJ-21-X-7912,On Time,,18808.27
D07548,01-08-2022,02-08-2022,06-08-2022,FDY,250/48,Box,19,2,8,304,Navsari Thread Co,Filatex India,Ahmedabad,GJ-14-X-1488,Delayed,Alternate_Contact_Delivery,19786.85
D07549,17-12-2023,21-12-2023,21-12-2023,FDY,300/72,Box,5,2,8,80,Surat Silk House,Raymond Fabrics,Silvassa,GJ-13-X-5506,On Time,,23945.12
D07550,23-12-2022,26-12-2022,26-12-2022,FDY,600/288,Box,14,2,8,224,Ahmedabad Fibre Works,Grasim Industries,Pune,GJ-27-X-2679,On Time,,15725.5
D07551,01-08-2022,02-08-2022,07-08-2022,POY,250/48,Pallet,13,42,15,8190,Bhavna Textiles,Grasim Industries,Ahmedabad,GJ-27-X-2679,Delayed,Route Issue,14507.16
D07552,15-10-2022,20-10-2022,20-10-2022,FDY,250/48,Box,18,2,8,288,Silvassa Fibre Co,Vardhman Group,Vapi,GJ-14-X-1488,On Time,,11953.18
D07553,09-01-2024,11-01-2024,11-01-2024,POY,400/144,Pallet,12,42,15,7560,Gujarat Yarn Traders,Raymond Fabrics,Surat,GJ-21-X-4582,On Time,,15403.28
D07554,11-03-2022,15-03-2022,,POY,400/144,Pallet,14,42,15,8820,Shree Ram Textiles,Grasim Industries,Pune,GJ-27-X-2679,Failed,Route Issue,14665.22
D07555,12-04-2024,17-04-2024,18-04-2024,FDY,300/72,Box,7,2,8,112,Silvassa Fibre Co,SRF Limited,Silvassa,GJ-13-X-5506,Delayed,Alternate_Contact_Delivery,5680.84
D07556,12-01-2022,14-01-2022,14-01-2022,FDY,600/288,Box,29,2,8,464,Gujarat Yarn Traders,Nahar Spinning,Pune,GJ-13-X-5506,On Time,,20068.39
D07557,03-03-2022,06-03-2022,06-03-2022,POY,300/72,Pallet,14,42,15,8820,Navsari Thread Co,SRF Limited,Surat,GJ-13-X-5506,On Time,,5499.82
D07558,25-02-2023,01-03-2023,01-03-2023,FDY,600/288,Box,6,2,8,96,Ahmedabad Fibre Works,Unknown,Silvassa,GJ-27-X-2679,On Time,,13957.53
D07559,13-06-2022,17-06-2022,17-06-2022,FDY,250/48,Box,29,2,8,464,Modi Spinning Mills,Reliance Industries,Surat,GJ-96-X-9935,On Time,,19369.66
D07560,12-11-2022,13-11-2022,20-11-2022,FDY,250/48,Box,11,2,8,176,Navsari Thread Co,Alok Industries,Ahmedabad,GJ-87-X-1434,Delayed,Weather,17626.88
D07561,06-06-2022,09-06-2022,13-06-2022,FDY,300/72,Box,9,2,8,144,Shree Ram Textiles,Welspun Textiles,Surat,GJ-41-X-4657,Delayed,Route Issue,10557.11
D07562,20-08-2024,21-08-2024,26-08-2024,POY,500/288,Pallet,15,42,15,9450,Surat Silk House,Alok Industries,Navsari,GJ-41-X-4657,Delayed,Vehicle Breakdown,13916.77
D07563,07-06-2024,10-06-2024,10-06-2024,POY,500/288,Pallet,14,42,15,8820,Vapi Yarn Depot,JBF Industries,Vapi,GJ-39-X-9279,On Time,,7768.24
D07564,12-09-2024,16-09-2024,16-09-2024,POY,500/288,Pallet,13,42,15,8190,Hanuman Yarn Mills,SRF Limited,Silvassa,GJ-14-X-1488,On Time,,15315.76
D07565,10-07-2022,13-07-2022,20-07-2022,FDY,600/288,Box,17,2,8,272,Patel Yarn Agency,Grasim Industries,Vapi,GJ-14-X-1488,Delayed,Vehicle Breakdown,19082.99
D07566,05-05-2023,09-05-2023,14-05-2023,POY,250/48,Pallet,15,42,15,9450,Modi Spinning Mills,Arvind Mills,Surat,GJ-96-X-9935,Delayed,Vehicle Breakdown,6797.73
D07567,29-06-2024,04-07-2024,08-07-2024,POY,500/96,Pallet,12,42,15,7560,Shree Ram Textiles,Himatsingka Seide,Navsari,GJ-87-X-1434,Delayed,Vehicle Breakdown,20065.28
D07568,11-04-2022,12-04-2022,12-04-2022,FDY,300/72,Box,12,2,8,192,Unknown,Reliance Industries,Pune,GJ-96-X-9935,On Time,,15047.88
D07569,02-09-2022,07-09-2022,,POY,400/144,Pallet,16,42,15,10080,Rajesh Spinning Co,Alok Industries,Vapi,GJ-21-X-4582,Delayed,Alternate_Contact_Delivery,22617.3
D07570,01-05-2024,03-05-2024,03-05-2024,POY,250/48,Pallet,12,42,15,7560,Krishna Textile Suppliers,SRF Limited,Silvassa,GJ-91-X-2824,On Time,,17556.89
D07571,25-03-2022,27-03-2022,27-03-2022,FDY,250/48,Box,18,2,8,288,Patel Yarn Agency,Arvind Mills,Silvassa,GJ-41-X-4657,On Time,,8383.31
D07572,16-06-2022,19-06-2022,,FDY,600/288,Box,28,2,8,448,Rajesh Spinning Co,Bombay Dyeing,Ahmedabad,GJ-27-X-2679,Delayed,Alternate_Contact_Delivery,15073.78
D07573,18-10-2023,20-10-2023,20-10-2023,POY,500/96,Pallet,12,42,15,7560,Bhavna Textiles,Trident Group,Silvassa,GJ-27-X-2679,On Time,,21141.78
D07574,15-02-2024,16-02-2024,16-02-2024,FDY,600/288,Box,20,2,8,320,Patel Yarn Agency,Reliance Industries,Silvassa,GJ-96-X-9935,On Time,,22607.61
D07575,07-11-2022,10-11-2022,10-11-2022,POY,500/288,Pallet,14,42,15,8820,Krishna Textile Suppliers,Grasim Industries,Pune,GJ-21-X-4582,On Time,,24493.2
D07576,02-02-2023,06-02-2023,06-02-2023,POY,500/96,Pallet,12,42,15,7560,Surat Silk House,Century Textiles,Pune,GJ-13-X-5506,On Time,,7818.22
D07577,11-09-2022,13-09-2022,20-09-2022,FDY,300/72,Box,5,2,8,80,Vapi Yarn Depot,Alok Industries,Silvassa,GJ-21-X-4582,Delayed,Route Issue,11938.15
D07578,25-01-2024,30-01-2024,03-02-2024,POY,250/48,Pallet,15,42,15,9450,Gujarat Yarn Traders,SRF Limited,Navsari,GJ-96-X-9935,Delayed,Route Issue,20523.4
D07579,06-04-2022,09-04-2022,16-04-2022,FDY,600/288,Box,11,2,8,176,Laxmi Fibre Industries,Arvind Mills,Surat,GJ-13-X-5506,Delayed,Alternate_Contact_Delivery,12293.08
D07580,20-09-2024,21-09-2024,22-09-2024,FDY,600/288,Box,12,2,8,192,Laxmi Fibre Industries,Raymond Fabrics,Surat,GJ-21-X-4582,Delayed,Alternate_Contact_Delivery,15069.71
D07581,14-07-2023,16-07-2023,,FDY,600/288,Box,9,2,8,144,Laxmi Fibre Industries,Trident Group,Surat,GJ-41-X-4657,Delayed,Alternate_Contact_Delivery,21139.47
